year,sex,first name,count
01/01/1936 12:00:00 AM,F,MARION,67
01/01/1936 12:00:00 AM,F,RUTH,66
01/01/1936 12:00:00 AM,F,ANNIE,65
01/01/1936 12:00:00 AM,F,PATRICIA,62
01/01/1936 12:00:00 AM,F,MARJORIE,54
01/01/1936 12:00:00 AM,F,BETTY,52
01/01/1936 12:00:00 AM,F,ANNA,50
01/01/1936 12:00:00 AM,F,AUDREY,50
01/01/1936 12:00:00 AM,F,ROSE,50
01/01/1937 12:00:00 AM,F,MARY,501
01/01/1937 12:00:00 AM,F,SHIRLEY,224
01/01/1937 12:00:00 AM,F,MARGARET,210
01/01/1937 12:00:00 AM,F,MARIE,161
01/01/1937 12:00:00 AM,F,JOAN,153
01/01/1937 12:00:00 AM,F,ELIZABETH,147
01/01/1937 12:00:00 AM,F,BARBARA,107
01/01/1937 12:00:00 AM,F,HELEN,105
01/01/1937 12:00:00 AM,F,JEAN,89
01/01/1937 12:00:00 AM,F,CATHERINE,77
01/01/1937 12:00:00 AM,F,DOROTHY,73
01/01/1937 12:00:00 AM,F,FLORENCE,67
01/01/1937 12:00:00 AM,F,PATRICIA,65
01/01/1937 12:00:00 AM,F,MARJORIE,64
01/01/1937 12:00:00 AM,F,CAROL,62
01/01/1937 12:00:00 AM,F,MARION,55
01/01/1937 12:00:00 AM,F,ALICE,52
01/01/1937 12:00:00 AM,F,ROSE,52
01/01/1937 12:00:00 AM,F,ANNIE,51
01/01/1937 12:00:00 AM,F,RUTH,51
01/01/1938 12:00:00 AM,F,MARY,498
01/01/1938 12:00:00 AM,F,MARGARET,210
01/01/1938 12:00:00 AM,F,SHIRLEY,205
01/01/1938 12:00:00 AM,F,MARIE,156
01/01/1938 12:00:00 AM,F,JOAN,146
01/01/1938 12:00:00 AM,F,BARBARA,136
01/01/1938 12:00:00 AM,F,ELIZABETH,131
01/01/1938 12:00:00 AM,F,HELEN,111
01/01/1938 12:00:00 AM,F,CATHERINE,100
01/01/1938 12:00:00 AM,F,JEAN,95
01/01/1938 12:00:00 AM,F,CAROL,86
01/01/1938 12:00:00 AM,F,DOROTHY,85
01/01/1938 12:00:00 AM,F,PATRICIA,76
01/01/1938 12:00:00 AM,F,FLORENCE,72
01/01/1938 12:00:00 AM,F,ANNIE,63
01/01/1938 12:00:00 AM,F,MARION,63
01/01/1938 12:00:00 AM,F,JOYCE,62
01/01/1938 12:00:00 AM,F,ALICE,61
01/01/1938 12:00:00 AM,F,AUDREY,58
01/01/1938 12:00:00 AM,F,RUTH,58
01/01/1939 12:00:00 AM,F,MARY,508
01/01/1939 12:00:00 AM,F,MARGARET,225
01/01/1939 12:00:00 AM,F,SHIRLEY,185
01/01/1939 12:00:00 AM,F,ELIZABETH,169
01/01/1939 12:00:00 AM,F,JOAN,153
01/01/1939 12:00:00 AM,F,BARBARA,144
01/01/1939 12:00:00 AM,F,MARIE,135
01/01/1939 12:00:00 AM,F,HELEN,105
01/01/1939 12:00:00 AM,F,PATRICIA,98
01/01/1939 12:00:00 AM,F,CATHERINE,91
01/01/1939 12:00:00 AM,F,JEAN,90
01/01/1939 12:00:00 AM,F,CAROL,88
01/01/1939 12:00:00 AM,F,DOROTHY,81
01/01/1939 12:00:00 AM,F,MARION,66
01/01/1939 12:00:00 AM,F,MARILYN,64
01/01/1939 12:00:00 AM,F,ANNIE,58
01/01/1939 12:00:00 AM,F,JANET,54
01/01/1939 12:00:00 AM,F,JOYCE,53
01/01/1939 12:00:00 AM,F,ALICE,52
01/01/1939 12:00:00 AM,F,FLORENCE,52
01/01/1930 12:00:00 AM,M,JOHN,493
01/01/1930 12:00:00 AM,M,JAMES,253
01/01/1930 12:00:00 AM,M,WILLIAM,245
01/01/1930 12:00:00 AM,M,JOSEPH,243
01/01/1930 12:00:00 AM,M,DONALD,208
01/01/1930 12:00:00 AM,M,GEORGE,175
01/01/1930 12:00:00 AM,M,ROBERT,161
01/01/1930 12:00:00 AM,M,CHARLES,125
01/01/1930 12:00:00 AM,M,GERALD,119
01/01/1930 12:00:00 AM,M,RONALD,110
01/01/1930 12:00:00 AM,M,KENNETH,89
01/01/1930 12:00:00 AM,M,THOMAS,84
01/01/1930 12:00:00 AM,M,DOUGLAS,82
01/01/1930 12:00:00 AM,M,ARTHUR,78
01/01/1930 12:00:00 AM,M,HAROLD,74
01/01/1930 12:00:00 AM,M,RAYMOND,71
01/01/1930 12:00:00 AM,M,EDWARD,70
01/01/1930 12:00:00 AM,M,GORDON,69
01/01/1930 12:00:00 AM,M,FRANCIS,61
01/01/1930 12:00:00 AM,M,ROY,54
01/01/1930 12:00:00 AM,M,WALTER,54
01/01/1931 12:00:00 AM,M,JOHN,438
01/01/1931 12:00:00 AM,M,JOSEPH,305
01/01/1931 12:00:00 AM,M,WILLIAM,277
01/01/1931 12:00:00 AM,M,JAMES,234
01/01/1931 12:00:00 AM,M,DONALD,228
01/01/1931 12:00:00 AM,M,ROBERT,192
01/01/1931 12:00:00 AM,M,GEORGE,191
01/01/1931 12:00:00 AM,M,CHARLES,160
01/01/1931 12:00:00 AM,M,GERALD,123
01/01/1931 12:00:00 AM,M,KENNETH,91
01/01/1931 12:00:00 AM,M,EDWARD,90
01/01/1931 12:00:00 AM,M,RONALD,86
01/01/1931 12:00:00 AM,M,DOUGLAS,85
01/01/1931 12:00:00 AM,M,GORDON,82
01/01/1931 12:00:00 AM,M,HAROLD,76
01/01/1931 12:00:00 AM,M,ARTHUR,72
01/01/1931 12:00:00 AM,M,RAYMOND,65
01/01/1931 12:00:00 AM,M,THOMAS,63
01/01/1931 12:00:00 AM,M,FREDERICK,58
01/01/1931 12:00:00 AM,M,DANIEL,57
01/01/1932 12:00:00 AM,M,JOHN,412
01/01/1932 12:00:00 AM,M,JOSEPH,305
01/01/1932 12:00:00 AM,M,WILLIAM,281
01/01/1932 12:00:00 AM,M,JAMES,268
01/01/1932 12:00:00 AM,M,DONALD,233
01/01/1932 12:00:00 AM,M,ROBERT,182
01/01/1932 12:00:00 AM,M,GEORGE,181
01/01/1932 12:00:00 AM,M,CHARLES,151
01/01/1932 12:00:00 AM,M,GERALD,136
01/01/1932 12:00:00 AM,M,RONALD,113
01/01/1932 12:00:00 AM,M,HAROLD,91
01/01/1932 12:00:00 AM,M,DOUGLAS,85
01/01/1932 12:00:00 AM,M,ARTHUR,76
01/01/1932 12:00:00 AM,M,KENNETH,72
01/01/1932 12:00:00 AM,M,RAYMOND,71
01/01/1932 12:00:00 AM,M,GORDON,65
01/01/1932 12:00:00 AM,M,BERNARD,64
01/01/1932 12:00:00 AM,M,THOMAS,64
01/01/1932 12:00:00 AM,M,RALPH,58
01/01/1932 12:00:00 AM,M,ALEXANDER,57
01/01/1933 12:00:00 AM,M,JOHN,406
01/01/1933 12:00:00 AM,M,JOSEPH,295
01/01/1933 12:00:00 AM,M,WILLIAM,248
01/01/1933 12:00:00 AM,M,JAMES,233
01/01/1933 12:00:00 AM,M,DONALD,208
01/01/1933 12:00:00 AM,M,ROBERT,195
01/01/1933 12:00:00 AM,M,GEORGE,171
01/01/1933 12:00:00 AM,M,CHARLES,148
01/01/1933 12:00:00 AM,M,RONALD,127
01/01/1933 12:00:00 AM,M,GERALD,96
01/01/1933 12:00:00 AM,M,KENNETH,93
01/01/1933 12:00:00 AM,M,ARTHUR,81
01/01/1933 12:00:00 AM,M,HAROLD,78
01/01/1933 12:00:00 AM,M,THOMAS,72
01/01/1933 12:00:00 AM,M,DOUGLAS,71
01/01/1933 12:00:00 AM,M,GORDON,68
01/01/1933 12:00:00 AM,M,EDWARD,64
01/01/1933 12:00:00 AM,M,WALTER,57
01/01/1933 12:00:00 AM,M,DAVID,53
01/01/1933 12:00:00 AM,M,RICHARD,53
01/01/1934 12:00:00 AM,M,JOHN,428
01/01/1934 12:00:00 AM,M,JAMES,291
01/01/1934 12:00:00 AM,M,JOSEPH,287
01/01/1934 12:00:00 AM,M,WILLIAM,260
01/01/1934 12:00:00 AM,M,ROBERT,212
01/01/1934 12:00:00 AM,M,DONALD,204
01/01/1934 12:00:00 AM,M,RONALD,162
01/01/1934 12:00:00 AM,M,GEORGE,156
01/01/1934 12:00:00 AM,M,CHARLES,147
01/01/1934 12:00:00 AM,M,DOUGLAS,100
01/01/1934 12:00:00 AM,M,GERALD,100
01/01/1934 12:00:00 AM,M,EDWARD,86
01/01/1934 12:00:00 AM,M,HAROLD,85
01/01/1934 12:00:00 AM,M,THOMAS,83
01/01/1934 12:00:00 AM,M,KENNETH,78
01/01/1934 12:00:00 AM,M,DAVID,75
01/01/1934 12:00:00 AM,M,GORDON,72
01/01/1934 12:00:00 AM,M,ARTHUR,58
01/01/1934 12:00:00 AM,M,RAYMOND,58
01/01/1934 12:00:00 AM,M,ROY,55
01/01/1935 12:00:00 AM,M,JOHN,443
01/01/1935 12:00:00 AM,M,JAMES,293
01/01/1935 12:00:00 AM,M,JOSEPH,278
01/01/1935 12:00:00 AM,M,WILLIAM,241
01/01/1935 12:00:00 AM,M,DONALD,229
01/01/1935 12:00:00 AM,M,ROBERT,210
01/01/1935 12:00:00 AM,M,GEORGE,193
01/01/1935 12:00:00 AM,M,CHARLES,149
01/01/1935 12:00:00 AM,M,RONALD,141
01/01/1935 12:00:00 AM,M,GERALD,101
01/01/1935 12:00:00 AM,M,THOMAS,88
01/01/1935 12:00:00 AM,M,DAVID,84
01/01/1935 12:00:00 AM,M,HAROLD,82
01/01/1935 12:00:00 AM,M,KENNETH,81
01/01/1935 12:00:00 AM,M,DOUGLAS,76
01/01/1935 12:00:00 AM,M,GORDON,67
01/01/1935 12:00:00 AM,M,EDWARD,65
01/01/1935 12:00:00 AM,M,ARTHUR,61
01/01/1935 12:00:00 AM,M,RICHARD,61
01/01/1935 12:00:00 AM,M,FRANCIS,56
01/01/1936 12:00:00 AM,M,JOHN,483
01/01/1936 12:00:00 AM,M,JAMES,284
01/01/1936 12:00:00 AM,M,JOSEPH,276
01/01/1936 12:00:00 AM,M,ROBERT,253
01/01/1936 12:00:00 AM,M,WILLIAM,250
01/01/1936 12:00:00 AM,M,DONALD,224
01/01/1936 12:00:00 AM,M,GEORGE,186
01/01/1936 12:00:00 AM,M,CHARLES,163
01/01/1936 12:00:00 AM,M,RONALD,145
01/01/1936 12:00:00 AM,M,DAVID,110
01/01/1936 12:00:00 AM,M,GERALD,107
01/01/1936 12:00:00 AM,M,EDWARD,99
01/01/1936 12:00:00 AM,M,KENNETH,92
01/01/1936 12:00:00 AM,M,HAROLD,86
01/01/1936 12:00:00 AM,M,THOMAS,86
01/01/1936 12:00:00 AM,M,GORDON,84
01/01/1936 12:00:00 AM,M,DOUGLAS,75
01/01/1936 12:00:00 AM,M,RAYMOND,70
01/01/1936 12:00:00 AM,M,ARTHUR,60
01/01/1936 12:00:00 AM,M,FRANCIS,55
01/01/1937 12:00:00 AM,M,JOHN,435
01/01/1937 12:00:00 AM,M,JOSEPH,293
01/01/1937 12:00:00 AM,M,JAMES,281
01/01/1937 12:00:00 AM,M,ROBERT,272
01/01/1937 12:00:00 AM,M,WILLIAM,261
01/01/1937 12:00:00 AM,M,DONALD,221
01/01/1937 12:00:00 AM,M,GEORGE,204
01/01/1937 12:00:00 AM,M,CHARLES,136
01/01/1937 12:00:00 AM,M,GERALD,120
01/01/1937 12:00:00 AM,M,DAVID,118
01/01/1937 12:00:00 AM,M,RONALD,115
01/01/1937 12:00:00 AM,M,KENNETH,106
01/01/1937 12:00:00 AM,M,THOMAS,95
01/01/1937 12:00:00 AM,M,EDWARD,84
01/01/1937 12:00:00 AM,M,DOUGLAS,75
01/01/1937 12:00:00 AM,M,ARTHUR,69
01/01/1937 12:00:00 AM,M,GORDON,68
01/01/1937 12:00:00 AM,M,RAYMOND,65
01/01/1937 12:00:00 AM,M,RICHARD,59
01/01/1937 12:00:00 AM,M,FRANCIS,57
01/01/1938 12:00:00 AM,M,JOHN,483
01/01/1938 12:00:00 AM,M,JAMES,292
01/01/1938 12:00:00 AM,M,ROBERT,264
01/01/1938 12:00:00 AM,M,JOSEPH,252
01/01/1938 12:00:00 AM,M,WILLIAM,245
01/01/1938 12:00:00 AM,M,DONALD,204
01/01/1938 12:00:00 AM,M,CHARLES,169
01/01/1938 12:00:00 AM,M,GEORGE,168
01/01/1938 12:00:00 AM,M,DAVID,144
01/01/1938 12:00:00 AM,M,RONALD,136
01/01/1938 12:00:00 AM,M,GERALD,113
01/01/1938 12:00:00 AM,M,KENNETH,109
01/01/1938 12:00:00 AM,M,ARTHUR,99
01/01/1938 12:00:00 AM,M,DOUGLAS,93
01/01/1938 12:00:00 AM,M,EDWARD,88
01/01/1938 12:00:00 AM,M,THOMAS,85
01/01/1938 12:00:00 AM,M,HAROLD,79
01/01/1938 12:00:00 AM,M,RICHARD,71
01/01/1938 12:00:00 AM,M,GORDON,68
01/01/1938 12:00:00 AM,M,RAYMOND,61
01/01/1939 12:00:00 AM,M,JOHN,450
01/01/1939 12:00:00 AM,M,JAMES,280
01/01/1939 12:00:00 AM,M,JOSEPH,261
01/01/1939 12:00:00 AM,M,ROBERT,251
01/01/1939 12:00:00 AM,M,WILLIAM,234
01/01/1939 12:00:00 AM,M,DONALD,190
01/01/1939 12:00:00 AM,M,GEORGE,189
01/01/1939 12:00:00 AM,M,DAVID,177
01/01/1939 12:00:00 AM,M,CHARLES,143
01/01/1939 12:00:00 AM,M,RONALD,104
01/01/1939 12:00:00 AM,M,THOMAS,87
01/01/1939 12:00:00 AM,M,KENNETH,85
01/01/1939 12:00:00 AM,M,DOUGLAS,83
01/01/1939 12:00:00 AM,M,GERALD,83
01/01/1939 12:00:00 AM,M,EDWARD,74
01/01/1939 12:00:00 AM,M,HAROLD,72
01/01/1939 12:00:00 AM,M,RAYMOND,71
01/01/1939 12:00:00 AM,M,RICHARD,67
01/01/1939 12:00:00 AM,M,GORDON,66
01/01/1939 12:00:00 AM,M,MICHAEL,63
01/01/1940 12:00:00 AM,F,MARY,505
01/01/1940 12:00:00 AM,F,MARGARET,244
01/01/1940 12:00:00 AM,F,JOAN,164
01/01/1940 12:00:00 AM,F,ELIZABETH,150
01/01/1940 12:00:00 AM,F,MARIE,145
01/01/1940 12:00:00 AM,F,SHIRLEY,133
01/01/1940 12:00:00 AM,F,BARBARA,129
01/01/1940 12:00:00 AM,F,PATRICIA,120
01/01/1940 12:00:00 AM,F,MARILYN,112
01/01/1940 12:00:00 AM,F,CATHERINE,101
01/01/1940 12:00:00 AM,F,CAROL,97
01/01/1940 12:00:00 AM,F,JEAN,93
01/01/1940 12:00:00 AM,F,DOROTHY,87
01/01/1940 12:00:00 AM,F,HELEN,81
01/01/1940 12:00:00 AM,F,FLORENCE,65
01/01/1940 12:00:00 AM,F,JUDITH,63
01/01/1940 12:00:00 AM,F,RUTH,63
01/01/1940 12:00:00 AM,F,ANN,60
01/01/1940 12:00:00 AM,F,ALICE,59
01/01/1940 12:00:00 AM,F,BETTY,59
01/01/1941 12:00:00 AM,F,MARY,490
01/01/1941 12:00:00 AM,F,MARGARET,211
01/01/1941 12:00:00 AM,F,JOAN,167
01/01/1941 12:00:00 AM,F,ELIZABETH,165
01/01/1941 12:00:00 AM,F,MARIE,154
01/01/1941 12:00:00 AM,F,CAROL,148
01/01/1941 12:00:00 AM,F,PATRICIA,134
01/01/1941 12:00:00 AM,F,BARBARA,130
01/01/1941 12:00:00 AM,F,MARILYN,124
01/01/1941 12:00:00 AM,F,SHIRLEY,123
01/01/1941 12:00:00 AM,F,SANDRA,95
01/01/1941 12:00:00 AM,F,JEAN,94
01/01/1941 12:00:00 AM,F,CATHERINE,91
01/01/1941 12:00:00 AM,F,HELEN,91
01/01/1941 12:00:00 AM,F,JUDITH,89
01/01/1941 12:00:00 AM,F,GLORIA,88
01/01/1941 12:00:00 AM,F,DOROTHY,80
01/01/1941 12:00:00 AM,F,MARION,76
01/01/1941 12:00:00 AM,F,ANN,66
01/01/1941 12:00:00 AM,F,DONNA,65
01/01/1942 12:00:00 AM,M,JOHN,586
01/01/1942 12:00:00 AM,M,JAMES,374
01/01/1942 12:00:00 AM,M,WILLIAM,316
01/01/1942 12:00:00 AM,M,ROBERT,304
01/01/1942 12:00:00 AM,M,JOSEPH,300
01/01/1942 12:00:00 AM,M,DONALD,261
01/01/1942 12:00:00 AM,M,DAVID,227
01/01/1942 12:00:00 AM,M,GEORGE,203
01/01/1942 12:00:00 AM,M,RONALD,154
01/01/1942 12:00:00 AM,M,CHARLES,139
01/01/1942 12:00:00 AM,M,KENNETH,126
01/01/1942 12:00:00 AM,M,GERALD,120
01/01/1942 12:00:00 AM,M,GORDON,112
01/01/1942 12:00:00 AM,M,WAYNE,112
01/01/1942 12:00:00 AM,M,THOMAS,108
01/01/1942 12:00:00 AM,M,DOUGLAS,105
01/01/1942 12:00:00 AM,M,EDWARD,100
01/01/1942 12:00:00 AM,M,RICHARD,99
01/01/1942 12:00:00 AM,M,PAUL,91
01/01/1942 12:00:00 AM,M,MICHAEL,87
01/01/1943 12:00:00 AM,F,MARY,518
01/01/1943 12:00:00 AM,F,MARGARET,253
01/01/1943 12:00:00 AM,F,MARIE,171
01/01/1943 12:00:00 AM,F,JUDITH,164
01/01/1943 12:00:00 AM,F,PATRICIA,153
01/01/1943 12:00:00 AM,F,CAROL,152
01/01/1943 12:00:00 AM,F,ELIZABETH,143
01/01/1943 12:00:00 AM,F,SHARON,140
01/01/1943 12:00:00 AM,F,SANDRA,137
01/01/1943 12:00:00 AM,F,BARBARA,133
01/01/1943 12:00:00 AM,F,DONNA,133
01/01/1943 12:00:00 AM,F,MARILYN,126
01/01/1943 12:00:00 AM,F,SHIRLEY,124
01/01/1943 12:00:00 AM,F,JOAN,123
01/01/1943 12:00:00 AM,F,LINDA,105
01/01/1943 12:00:00 AM,F,HELEN,94
01/01/1943 12:00:00 AM,F,CATHERINE,85
01/01/1943 12:00:00 AM,F,DIANE,83
01/01/1943 12:00:00 AM,F,GLORIA,81
01/01/1943 12:00:00 AM,F,KAREN,80
01/01/1944 12:00:00 AM,F,MARY,535
01/01/1944 12:00:00 AM,F,MARGARET,236
01/01/1944 12:00:00 AM,F,SHARON,184
01/01/1944 12:00:00 AM,F,JUDITH,180
01/01/1944 12:00:00 AM,F,PATRICIA,167
01/01/1944 12:00:00 AM,F,MARIE,156
01/01/1944 12:00:00 AM,F,CAROL,147
01/01/1944 12:00:00 AM,F,LINDA,147
01/01/1944 12:00:00 AM,F,SHIRLEY,141
01/01/1944 12:00:00 AM,F,SANDRA,139
01/01/1944 12:00:00 AM,F,ELIZABETH,135
01/01/1944 12:00:00 AM,F,BARBARA,129
01/01/1944 12:00:00 AM,F,DONNA,125
01/01/1944 12:00:00 AM,F,JOAN,112
01/01/1944 12:00:00 AM,F,CAROLYN,108
01/01/1944 12:00:00 AM,F,CATHERINE,105
01/01/1944 12:00:00 AM,F,HELEN,103
01/01/1944 12:00:00 AM,F,MARILYN,103
01/01/1944 12:00:00 AM,F,DIANE,78
01/01/1944 12:00:00 AM,F,NANCY,78
01/01/1945 12:00:00 AM,F,MARY,473
01/01/1945 12:00:00 AM,F,MARGARET,246
01/01/1945 12:00:00 AM,F,JUDITH,214
01/01/1945 12:00:00 AM,F,CAROL,177
01/01/1945 12:00:00 AM,F,SANDRA,174
01/01/1945 12:00:00 AM,F,SHARON,173
01/01/1945 12:00:00 AM,F,PATRICIA,166
01/01/1945 12:00:00 AM,F,LINDA,155
01/01/1945 12:00:00 AM,F,ELIZABETH,145
01/01/1945 12:00:00 AM,F,SHIRLEY,138
01/01/1945 12:00:00 AM,F,DONNA,132
01/01/1945 12:00:00 AM,F,MARIE,132
01/01/1945 12:00:00 AM,F,BARBARA,127
01/01/1945 12:00:00 AM,F,JOAN,121
01/01/1945 12:00:00 AM,F,GLORIA,94
01/01/1945 12:00:00 AM,F,MARILYN,90
01/01/1945 12:00:00 AM,F,CAROLYN,88
01/01/1945 12:00:00 AM,F,JEAN,84
01/01/1945 12:00:00 AM,F,CATHERINE,83
01/01/1945 12:00:00 AM,F,DOROTHY,80
01/01/1946 12:00:00 AM,F,MARY,554
01/01/1946 12:00:00 AM,F,MARGARET,284
01/01/1946 12:00:00 AM,F,SHARON,238
01/01/1946 12:00:00 AM,F,LINDA,230
01/01/1946 12:00:00 AM,F,JUDITH,198
01/01/1946 12:00:00 AM,F,DONNA,176
01/01/1946 12:00:00 AM,F,PATRICIA,173
01/01/1946 12:00:00 AM,F,ELIZABETH,164
01/01/1946 12:00:00 AM,F,SANDRA,164
01/01/1946 12:00:00 AM,F,BARBARA,151
01/01/1946 12:00:00 AM,F,CAROL,150
01/01/1946 12:00:00 AM,F,JOAN,136
01/01/1946 12:00:00 AM,F,MARIE,133
01/01/1946 12:00:00 AM,F,SHIRLEY,133
01/01/1946 12:00:00 AM,F,CATHERINE,123
01/01/1946 12:00:00 AM,F,CAROLYN,104
01/01/1946 12:00:00 AM,F,MARILYN,104
01/01/1946 12:00:00 AM,F,HELEN,90
01/01/1946 12:00:00 AM,F,ANNE,89
01/01/1946 12:00:00 AM,F,ANN,86
01/01/1946 12:00:00 AM,F,DIANE,86
01/01/1946 12:00:00 AM,F,SHEILA,86
01/01/1947 12:00:00 AM,F,MARY,569
01/01/1947 12:00:00 AM,F,LINDA,466
01/01/1947 12:00:00 AM,F,MARGARET,249
01/01/1947 12:00:00 AM,F,BARBARA,227
01/01/1947 12:00:00 AM,F,SHARON,222
01/01/1947 12:00:00 AM,F,PATRICIA,211
01/01/1947 12:00:00 AM,F,DONNA,201
01/01/1947 12:00:00 AM,F,JUDITH,201
01/01/1947 12:00:00 AM,F,SANDRA,188
01/01/1947 12:00:00 AM,F,CAROL,165
01/01/1947 12:00:00 AM,F,ELIZABETH,155
01/01/1947 12:00:00 AM,F,MARIE,129
01/01/1947 12:00:00 AM,F,JOAN,120
01/01/1947 12:00:00 AM,F,CATHERINE,116
01/01/1947 12:00:00 AM,F,SHIRLEY,116
01/01/1947 12:00:00 AM,F,BRENDA,96
01/01/1947 12:00:00 AM,F,HELEN,94
01/01/1947 12:00:00 AM,F,CAROLYN,93
01/01/1947 12:00:00 AM,F,NANCY,93
01/01/1947 12:00:00 AM,F,MARILYN,91
01/01/1948 12:00:00 AM,F,MARY,516
01/01/1948 12:00:00 AM,F,LINDA,498
01/01/1948 12:00:00 AM,F,BARBARA,262
01/01/1948 12:00:00 AM,F,SHARON,214
01/01/1948 12:00:00 AM,F,MARGARET,209
01/01/1948 12:00:00 AM,F,JUDITH,190
01/01/1948 12:00:00 AM,F,PATRICIA,171
01/01/1948 12:00:00 AM,F,ELIZABETH,168
01/01/1948 12:00:00 AM,F,DONNA,150
01/01/1948 12:00:00 AM,F,SANDRA,146
01/01/1948 12:00:00 AM,F,CAROL,134
01/01/1948 12:00:00 AM,F,BRENDA,113
01/01/1948 12:00:00 AM,F,CATHERINE,112
01/01/1948 12:00:00 AM,F,NANCY,109
01/01/1948 12:00:00 AM,F,JOAN,106
01/01/1948 12:00:00 AM,F,MARIE,106
01/01/1948 12:00:00 AM,F,SHIRLEY,106
01/01/1948 12:00:00 AM,F,HEATHER,97
01/01/1948 12:00:00 AM,F,CAROLYN,90
01/01/1948 12:00:00 AM,F,MARILYN,87
01/01/1949 12:00:00 AM,F,MARY,513
01/01/1949 12:00:00 AM,F,LINDA,434
01/01/1949 12:00:00 AM,F,BARBARA,227
01/01/1949 12:00:00 AM,F,MARGARET,218
01/01/1949 12:00:00 AM,F,SHARON,185
01/01/1949 12:00:00 AM,F,PATRICIA,184
01/01/1949 12:00:00 AM,F,JUDITH,183
01/01/1949 12:00:00 AM,F,DONNA,176
01/01/1949 12:00:00 AM,F,BRENDA,166
01/01/1949 12:00:00 AM,F,ELIZABETH,139
01/01/1949 12:00:00 AM,F,CAROL,134
01/01/1949 12:00:00 AM,F,SANDRA,128
01/01/1949 12:00:00 AM,F,SHIRLEY,115
01/01/1949 12:00:00 AM,F,SUSAN,113
01/01/1949 12:00:00 AM,F,CATHERINE,112
01/01/1949 12:00:00 AM,F,NANCY,109
01/01/1949 12:00:00 AM,F,MARIE,97
01/01/1949 12:00:00 AM,F,JOAN,94
01/01/1949 12:00:00 AM,F,DEBORAH,90
01/01/1949 12:00:00 AM,F,HEATHER,82
01/01/1940 12:00:00 AM,M,JOHN,511
01/01/1940 12:00:00 AM,M,JAMES,300
01/01/1940 12:00:00 AM,M,JOSEPH,274
01/01/1940 12:00:00 AM,M,WILLIAM,265
01/01/1940 12:00:00 AM,M,ROBERT,255
01/01/1940 12:00:00 AM,M,DONALD,208
01/01/1940 12:00:00 AM,M,DAVID,197
01/01/1940 12:00:00 AM,M,GEORGE,169
01/01/1940 12:00:00 AM,M,CHARLES,138
01/01/1940 12:00:00 AM,M,GERALD,113
01/01/1940 12:00:00 AM,M,RONALD,102
01/01/1940 12:00:00 AM,M,GORDON,91
01/01/1940 12:00:00 AM,M,THOMAS,87
01/01/1940 12:00:00 AM,M,KENNETH,83
01/01/1940 12:00:00 AM,M,RAYMOND,78
01/01/1940 12:00:00 AM,M,EDWARD,76
01/01/1940 12:00:00 AM,M,MICHAEL,75
01/01/1940 12:00:00 AM,M,RICHARD,73
01/01/1940 12:00:00 AM,M,ARTHUR,71
01/01/1940 12:00:00 AM,M,DOUGLAS,70
01/01/1941 12:00:00 AM,M,JOHN,478
01/01/1941 12:00:00 AM,M,WILLIAM,296
01/01/1941 12:00:00 AM,M,JAMES,289
01/01/1941 12:00:00 AM,M,JOSEPH,271
01/01/1941 12:00:00 AM,M,ROBERT,263
01/01/1941 12:00:00 AM,M,DAVID,233
01/01/1941 12:00:00 AM,M,DONALD,215
01/01/1941 12:00:00 AM,M,GEORGE,202
01/01/1941 12:00:00 AM,M,RONALD,152
01/01/1941 12:00:00 AM,M,CHARLES,151
01/01/1941 12:00:00 AM,M,THOMAS,120
01/01/1941 12:00:00 AM,M,KENNETH,102
01/01/1941 12:00:00 AM,M,GERALD,99
01/01/1941 12:00:00 AM,M,DOUGLAS,87
01/01/1941 12:00:00 AM,M,RICHARD,85
01/01/1941 12:00:00 AM,M,EDWARD,84
01/01/1941 12:00:00 AM,M,HAROLD,83
01/01/1941 12:00:00 AM,M,DANIEL,78
01/01/1941 12:00:00 AM,M,WAYNE,77
01/01/1941 12:00:00 AM,M,ARTHUR,70
01/01/1941 12:00:00 AM,M,RAYMOND,70
01/01/1942 12:00:00 AM,M,JOHN,586
01/01/1942 12:00:00 AM,M,JAMES,374
01/01/1942 12:00:00 AM,M,WILLIAM,316
01/01/1942 12:00:00 AM,M,ROBERT,304
01/01/1942 12:00:00 AM,M,JOSEPH,300
01/01/1942 12:00:00 AM,M,DONALD,261
01/01/1942 12:00:00 AM,M,DAVID,227
01/01/1942 12:00:00 AM,M,GEORGE,203
01/01/1942 12:00:00 AM,M,RONALD,154
01/01/1942 12:00:00 AM,M,CHARLES,139
01/01/1942 12:00:00 AM,M,KENNETH,126
01/01/1942 12:00:00 AM,M,GERALD,120
01/01/1942 12:00:00 AM,M,GORDON,112
01/01/1942 12:00:00 AM,M,WAYNE,112
01/01/1942 12:00:00 AM,M,THOMAS,108
01/01/1942 12:00:00 AM,M,DOUGLAS,105
01/01/1942 12:00:00 AM,M,EDWARD,100
01/01/1942 12:00:00 AM,M,RICHARD,99
01/01/1942 12:00:00 AM,M,PAUL,91
01/01/1942 12:00:00 AM,M,MICHAEL,87
01/01/1943 12:00:00 AM,M,JOHN,536
01/01/1943 12:00:00 AM,M,JAMES,370
01/01/1943 12:00:00 AM,M,ROBERT,336
01/01/1943 12:00:00 AM,M,JOSEPH,306
01/01/1943 12:00:00 AM,M,WILLIAM,306
01/01/1943 12:00:00 AM,M,DONALD,286
01/01/1943 12:00:00 AM,M,DAVID,264
